year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2016,Florida,Escambia County,12033,315674,257960,66069,210860,93204,69668,7493,6077,296671,5669,13334,315674,156167,159507,203506,69272,17941,9311,1232,14047,3756,69705,90244,164692,40612,20126,144392,8035,239055,30453,111639,173582,26000,35233.58673889278,27400,38503.7293547555
2016,Florida,Hernando County,12053,182657,153574,34196,136844,41773,61873,3942,3889,180870,1495,292,182657,87705,94952,143570,8841,22588,2351,46,4023,2616,32913,52336,103381,18460,8480,67074,5113,151787,23090,81324,78243,26000,36257.418826918045,30000,39222.15606179628
2016,Florida,Hillsborough County,12057,1374509,1094472,316515,934509,385374,266075,122211,111356,1355513,6629,12367,1374509,670154,704355,686492,211782,379740,55204,2526,33106,68381,305398,447595,611861,207120,107933,672158,41562,1075584,169137,461439,743933,30000,46251.78781620709,32000,48906.739745181854
2016,Florida,Lee County,12071,723086,605416,131379,541220,160689,253195,60974,57265,712228,4775,6083,723086,354397,368689,493192,58966,148127,10798,1426,9598,21997,123540,204851,354706,107569,55960,303788,19378,594592,85762,309776,327548,27600,39422.4503460572,30000,43422.15801152832
2016,Florida,Manatee County,12081,375594,313611,71349,275534,88001,126855,27017,24435,371688,2894,1012,375594,181198,194396,268355,32810,60631,7054,979,5193,8333,65005,104059,192036,51090,28409,159154,9934,309705,39845,157263,178486,28000,40900.09949453123,30000,45446.37915869435
2016,Florida,Marion County,12083,348798,291209,65032,261238,77877,122187,12479,10965,339044,8803,951,348798,169221,179577,246569,40753,43911,4665,210,11489,2077,55189,103500,196328,31422,17548,126831,8453,281479,47476,171613,129709,24000,32482.878930347197,26000,35685.69564474078
2016,Florida,Martin County,12085,158022,134125,26351,120288,33416,60468,6548,6350,154383,2568,1071,158022,78065,79957,124703,8650,21032,644,117,1326,7270,25954,39811,79584,23539,15088,67396,2995,130500,21387,68742,67893,29400,52314.9615206305,32000,58551.839671501424
2016,Florida,Okaloosa County,12091,201610,161410,44378,136773,55201,44076,5922,4870,195195,3027,3388,201610,103255,98355,150163,19470,17438,5739,544,8088,8258,39121,58672,100867,25228,16843,98053,5513,155099,19770,65291,116549,29700,41055.28098722491,32000,46661.75692176761
2016,Florida,Orange County,12095,1314276,1049398,295929,873921,392607,213119,141999,126801,1282357,11223,20696,1314276,645783,668493,543886,265657,400677,66857,1427,31198,66633,314756,423443,577591,214273,98969,654815,45130,1017817,164452,400196,749628,30000,42353.42216536972,30000,44570.41672174253
2016,Florida,Osceola County,12097,336260,263567,83032,219015,105242,59795,26225,24870,334138,1567,555,336260,164840,171420,112945,29539,175649,9544,583,6893,23900,71301,112853,174752,36687,11968,153103,8945,261477,45507,116063,174690,25000,32881.20457896637,27000,34250.19024369352
2016,Florida,Palm Beach County,12099,1444115,1198092,278929,1053721,345755,427493,156406,144010,1423024,13249,7842,1444115,698045,746070,805270,261828,310511,39667,696,22752,27042,273124,429742,636704,241244,136425,665286,48026,1177045,175937,549462,718716,30000,47082.25544725322,32500,51740.3529550782
2016,Florida,Pasco County,12101,511982,420798,103836,371685,123781,150253,19637,18468,505218,4400,2364,511982,248503,263479,388734,24888,73158,12328,1230,10682,5933,95750,153656,271193,58321,28812,203766,16554,414048,64966,215396,231620,30000,42979.28871408573,32000,45502.96782436727
2016,Florida,Pinellas County,12103,961158,822096,159757,736797,199087,307606,39632,37073,944010,9873,7275,961158,460991,500167,716440,95716,89572,33966,2661,19082,15767,150226,238674,499817,147425,75242,446916,26388,804964,104521,391929,464708,30000,43785.56452702011,33000,47547.67662212764
2016,Florida,Polk County,12105,666151,532615,149563,461022,181181,174493,36461,34490,653396,7866,4889,666151,327341,338810,401875,96837,140866,11990,1088,12086,10129,135249,231125,337064,68453,29509,274830,18164,519883,85085,278295,302771,28000,36435.40195736349,30000,38781.15062010278
2016,Florida,St. Lucie County,12111,306751,252797,61498,218722,80025,91602,24315,22385,303690,2313,748,306751,149148,157603,179381,58564,56226,6058,805,5625,7277,59551,94956,163950,32997,14848,126153,7908,249736,44914,128849,132988,23000,32930.390001089996,24000,35084.90402209062
2016,Florida,Santa Rosa County,12113,170415,136982,38005,119320,46123,35395,3268,3108,163976,6199,240,170415,87001,83414,141100,9474,9071,3961,1294,5341,737,34870,52850,81709,23573,12283,73926,3614,130564,17795,57385,95235,32000,43927.21436661917,35000,48610.99412961136
2016,Florida,Sarasota County,12115,412832,359890,59604,328568,76498,178824,26654,24638,406897,4042,1893,412832,197517,215315,343059,17703,36525,6692,672,5646,4692,59017,86330,212363,70528,43611,163689,8223,353955,43724,190683,178425,30000,45329.48277363973,34000,52365.419315356245
2016,Florida,Seminole County,12117,455732,370183,96603,320434,120786,97412,22892,20045,452124,1784,1824,455732,219384,236348,282659,47476,92654,18723,401,12549,13018,100833,116508,218707,79521,40996,224798,14211,366618,53138,124747,277847,35000,49075.99733712793,37500,52129.82577743382
2008,Georgia,Bibb County,13021,154902,118898,40952,97904,49387,27891,2864,1996,146813,5000,3089,154902,70929,83973,69943,77748,2535,2383,321,1892,1291,36800,61980,65512,18839,8571,66090,5720,111124,28087,53670,73145,25672.600000000002,39734.368476895885,27346.9,43016.104624481515
2008,Georgia,Chatham County,13051,251392,194454,63571,156851,82997,41537,8325,7793,243889,5094,2409,251392,118565,132827,134841,99558,7224,6210,0,3195,1429,61364,88206,115724,30796,16666,116690,6583,187198,46536,65386,139470,29021.2,41838.03184025856,30137.4,44745.319997275576
2008,Georgia,Cherokee County,13057,210560,156156,60137,133273,67653,24911,11270,10583,208919,838,803,210560,105709,104851,172511,12555,19763,2528,75,2891,2126,54470,76980,84530,35132,13918,111228,5726,154515,31611,28064,150885,39067,52908.8366569698,39067,55007.11406940951
2008,Georgia,Clayton County,13063,273750,199763,82489,165505,93710,28056,21601,20169,268970,4780,0,273750,133123,140627,56852,167913,31230,12949,233,2886,13473,68373,114593,130062,19032,10063,132279,14105,194983,63508,74498,135744,29021.2,33234.87511297604,30583.88,35276.25546536525
2008,Georgia,Cobb County,13067,698207,536688,181196,456322,209269,90508,63912,55829,693269,3201,1737,698207,346340,351867,411785,160233,81197,28593,2440,7107,52717,165988,231239,268422,132072,66474,379054,22793,531750,107000,121856,469351,39067,56415.58679710242,42415.600000000006,59306.386087933344
2008,Georgia,Gwinnett County,13135,789570,582725,230455,495530,253892,85768,125670,110049,784839,4731,0,789570,398526,391044,396326,158249,138936,76664,830,14454,87507,201920,306818,297445,130113,55194,404344,32744,577994,175610,130344,483616,34602.200000000004,48455.432291029465,36834.600000000006,50871.801909677684
2008,Georgia,Hall County,13139,184924,135355,54552,115233,59444,24790,24986,23268,178077,4573,2274,0,93310,91614,118986,12059,48626,3348,635,1182,17430,43921,88993,72209,15954,7768,87575,3473,128508,42939,42600,99385,30137.4,43194.059955193115,31253.600000000002,46180.14485907618
2008,Georgia,Henry County,13151,191470,142523,56124,119806,63098,20876,6012,5685,190635,835,0,191470,92522,98948,111451,61436,11038,5086,0,2057,2884,50362,68170,95225,19073,9002,95428,6879,141688,23549,35044,132877,39067,45293.145531091795,39067,47302.461409448246
2008,Georgia,Richmond County,13245,199227,152058,52234,126238,63953,34672,3880,3402,188083,5838,5306,199227,94877,104350,83592,101356,5620,3060,747,3013,3390,44829,84431,90707,14766,9323,87739,7111,140914,33760,71857,93610,27905.000000000004,34831.45111871828,28239.86,37823.956274720054
2012,Georgia,Bibb County,13021,156744,121315,39694,100447,50671,27843,3328,2857,149871,3827,3046,156744,74529,82215,64824,82642,4938,2820,149,1371,2164,39040,58967,74288,15215,8274,64015,7384,114487,29064,58645,69035,26125,34975.64198074374,28214.999999999996,37938.19682849813
2012,Georgia,Chatham County,13051,277500,221587,61657,179998,85144,49405,8842,8273,265697,4457,7346,277500,134663,142837,138838,109813,16474,7471,530,4056,1038,65235,86305,130488,37978,22729,127217,12160,209962,53107,80371,144022,25080,39065.64864690894,26125,41577.533880246745
2012,Georgia,Cherokee County,13057,221204,168839,59156,144571,67380,35233,15118,14292,219944,916,344,221204,108880,112324,177684,13960,22203,2638,0,4038,5123,54159,80510,86547,36900,17247,103624,9436,167609,34569,44855,141780,38665,48909.058314190566,39710,51424.85361931727
2012,Georgia,Clayton County,13063,265892,197144,75793,161667,91083,33376,25161,22846,262101,3276,515,265892,126411,139481,38829,171232,35527,13188,209,6692,11473,68676,112607,124355,20430,8500,106719,21124,193360,81957,86406,97529,25080,30721.49002568003,25602.5,32481.38905965291
2012,Georgia,Cobb County,13067,707546,549814,176797,467489,212780,105574,63307,59310,696149,6399,4998,707546,341681,365865,391311,178393,89124,32773,366,12867,29290,173538,225419,268571,146508,67048,358100,37030,538477,131269,152800,423477,33440,50202.00094519016,36575,53361.94736073825
2012,Georgia,Gwinnett County,13135,842353,630144,238121,526748,282481,102111,120423,108053,837053,4701,599,842353,414444,427909,356454,199996,174318,91152,2251,15248,77188,224223,307800,348717,128507,57329,392002,38869,624853,160229,153661,528463,31349.999999999996,44986.0684437685,33440,46934.091175786765
2012,Georgia,Hall County,13139,185581,140032,50774,116498,61246,32532,26567,24762,183064,1536,981,185581,92638,92943,116273,13913,49851,3531,308,1335,17144,46068,83661,74152,16202,11566,79292,7275,137515,38358,55985,91238,26125,36434.68459731928,27169.999999999996,38873.755492267155
2012,Georgia,Henry County,13151,208837,157870,57642,129312,71936,29111,5414,5414,208107,660,70,208837,100250,108587,106668,73388,12760,7365,0,8656,5324,56951,77624,98808,23339,9066,92325,13599,157140,41265,53664,113908,31349.999999999996,41449.55382683391,31349.999999999996,43877.72933608766
2012,Georgia,Richmond County,13245,201961,157439,49060,127487,67201,35021,1963,1856,194011,3402,4548,201961,97889,104072,75767,108447,9094,3591,643,3690,2447,45199,71099,103902,18279,8681,85050,9152,149489,36537,79541,85883,25080,31393.797612750262,26125,34775.8602016333
2016,Georgia,Bibb County,13021,152933,120057,37937,99231,46400,32652,2548,2342,146763,3595,2575,152933,70921,82012,59368,81503,4868,3105,124,3557,1664,36179,56189,71413,14349,10982,60956,3953,113962,17509,66180,69244,24600,35997.26021398648,25400,38325.99737260798
2016,Georgia,Chatham County,13051,288989,231386,63745,192237,85021,57621,8460,7966,276752,4778,7459,288989,139687,149302,141951,111384,18486,6515,805,9312,4601,66073,89007,133721,44380,21881,140893,11517,219187,38349,93886,156754,29000,40591.20800880143,30000,44300.782883468564
2016,Georgia,Cherokee County,13057,241942,188860,61265,161491,72222,45867,13365,12547,240168,1164,610,241942,117854,124088,192997,16039,24408,5080,97,3321,5977,58827,77921,101724,45442,16855,121148,5558,187157,27230,56137,158575,40000,51497.925614278916,41600,54637.18514098391
2016,Georgia,Clayton County,13063,279543,208168,79106,172494,93548,40440,21719,20079,274542,3390,1611,279543,128738,150805,30077,188369,36847,14769,1048,6074,22914,70005,108817,132061,26429,12236,126040,11807,203197,46845,102088,130610,27000,33215.9490367586,28000,34971.421737087505
2016,Georgia,Cobb County,13067,748595,587194,181602,498738,219609,124783,71854,65803,738232,4194,6169,748595,361144,387451,392513,195912,96241,38953,1032,20069,32904,177536,231118,275884,157894,83699,396228,17579,576867,97532,167769,483294,36000,53763.57096174196,38600,56773.80947197658
2016,Georgia,Gwinnett County,13135,907433,685651,249321,575783,298950,125964,122034,114392,902339,4332,762,907433,445358,462075,345254,241702,189213,104185,324,19668,89781,233021,327030,369074,136712,74617,459698,15057,680614,142133,207893,557407,35000,48400.059775687114,35000,50659.97897169385
2016,Georgia,Hall County,13139,196458,151123,51256,127182,62113,38942,25711,24079,195073,500,885,196458,98429,98029,120767,13811,55019,3362,171,3328,5366,46707,84738,82521,17920,11279,91778,2654,149750,35329,61367,99762,27000,36940.02921633274,29100,39274.007831600306
2016,Georgia,Henry County,13151,221716,170702,58417,142733,71747,37435,9061,7787,220869,819,28,221716,106736,114980,99528,93909,14632,7910,0,4603,2640,55809,77859,102263,25848,15746,106562,5713,169864,24407,64003,133306,35000,43940.528733436375,36000,46891.63791875792
2016,Georgia,Richmond County,13245,201269,158366,46851,132029,62262,40558,3881,3348,192044,4149,5076,201269,97383,103886,70772,112327,9659,4451,615,2550,2846,44574,70395,99998,19886,10990,86620,10013,149312,26735,79167,95367,25000,32958.01769241008,27000,35881.567764592655
2008,Hawaii,Hawaii County,15001,175840,142824,38207,116576,53973,35707,11750,11106,173129,1073,1638,0,89074,86766,62051,1947,19797,54950,35,37060,4537,40642,50951,90677,24603,9609,89622,4197,140113,18344,51083,106413,30137.4,38859.61770375185,33486,42527.87856002745
2008,Hawaii,Honolulu County,15003,904691,723265,203832,606125,262294,185633,80640,69044,877361,5247,22083,904691,454683,450008,183493,29718,68678,457363,1400,163415,8560,187849,268495,441491,129565,65140,469741,16501,695962,44843,225240,634608,35718.4,46980.18215137563,39067,50534.101269950355
2012,Hawaii,Hawaii County,15001,188883,151816,42241,130954,51518,45426,11106,10454,186384,548,1951,0,95112,93771,57811,274,22427,63176,542,43064,5256,38356,58232,97257,22888,10506,80171,8597,149317,16039,78305,94539,29155.499999999996,37472.94711747928,31349.999999999996,40782.304218676305
2012,Hawaii,Honolulu County,15003,976500,788840,208911,663016,275214,205106,80253,74187,939206,8750,28544,976500,495832,480668,188468,21903,85446,488527,1564,188264,9206,198502,277778,475259,148956,74507,494628,30786,752133,53248,285341,637911,34485,43710.54851081849,36993,47326.434232119704
2016,Hawaii,Hawaii County,15001,197963,160307,42582,140942,49431,55632,11353,9422,194470,1764,1729,0,99425,98538,60035,1438,24998,64984,307,45321,4152,36537,55834,101026,29336,11767,83523,5791,156878,5198,96045,96720,30000,39535.35038021585,32400,42791.905064518214
2016,Hawaii,Honolulu County,15003,992811,802897,211285,684656,269900,224610,84437,75951,955680,8014,29117,992811,501803,491008,184604,20282,97120,481922,1455,206494,7973,196154,271761,464710,170019,86321,521400,19601,766411,33891,296600,662320,37000,48285.91522658698,40000,52150.80276322058
2008,Illinois,Champaign County,17019,193597,158318,40391,107135,77622,25368,14422,12298,174946,1364,17287,193597,98816,94781,143796,20624,10115,14482,361,4122,2479,67649,51569,91777,27124,23127,97805,4243,139667,17383,40435,135779,24109.920000000002,34510.83450906514,26788.800000000003,37587.64997625351
2008,Illinois,Cook County,17031,5295156,4135158,1309996,3454610,1609980,866487,612232,566085,5199668,44255,51233,5295156,2586019,2709137,2362380,1317506,1224013,309692,6316,55755,564515,1259482,1990437,2109556,747300,447863,2546715,215182,4040587,827413,1477795,2989948,34602.200000000004,50421.92492050804,37950.8,53685.26846768041
2008,Illinois,DuPage County,17043,930200,723792,233020,613792,283319,149766,78515,71141,917479,6380,6341,930200,463160,467040,666931,39727,116264,95630,564,9204,32125,237051,291287,346308,183437,109168,494526,28987,711160,81335,174688,674177,44648,61967.63687278218,44648,66283.76389217982
2008,Illinois,Kankakee County,17091,112490,87869,27740,70567,36462,20193,2249,2027,108754,850,2886,112490,54666,57824,85175,17365,8311,254,109,1276,1905,28153,41230,58164,8747,4349,54811,5583,84133,11143,41100,60247,31253.600000000002,36738.97478077899,33486,39319.351806351355
2008,Illinois,Lake County,17097,712675,533225,201010,444849,238861,96907,84114,74118,699112,4394,9169,712675,358021,354654,469732,43096,141648,42815,658,10045,71317,191304,271587,254207,114368,72513,364345,22709,519756,84008,150172,478495,39067,60867.52998690496,41745.880000000005,65489.19251269637
2008,Illinois,LaSalle County,17099,112441,90177,25549,77908,30576,24124,3751,2852,110626,1287,528,0,55387,57054,102035,814,7466,644,152,1227,3279,23443,38091,61003,9863,3484,55840,6272,88362,11586,35177,65678,30137.4,37910.515311094816,33486,40784.68085683083
2008,Illinois,McLean County,17113,165339,134597,35375,98183,60164,22100,4748,4067,155277,1551,8511,165339,80243,85096,140788,9553,6380,4536,143,3807,2409,51681,43035,78877,31499,11928,91954,5191,124535,10737,35990,118612,28351.480000000003,38807.29973988851,30717.824,41098.202817566824
2008,Illinois,Macon County,17115,108159,85702,25618,72002,31997,23866,719,719,104782,2386,991,108159,51433,56726,87109,15213,1350,385,81,4021,0,24510,36567,56814,10478,4300,49783,2954,82325,14696,37568,55895,33486,43466.39050466676,34602.200000000004,46576.872214535426
2008,Illinois,Tazewell County,17179,131480,105226,30038,91167,35427,26744,251,251,128317,3163,0,131480,64529,66951,125510,978,2123,447,173,1960,765,27449,39367,70122,16942,5049,66682,2691,102063,13566,39608,78306,33374.380000000005,42306.03093411404,35718.4,46017.040394395095
2012,Illinois,Champaign County,17019,203332,168671,39352,115907,80912,32154,15216,14706,186917,1997,14418,203332,100779,102553,141386,24573,11059,19379,310,5338,2241,67705,49253,97649,33000,23430,102772,7858,152256,15799,49466,138067,24348.5,35089.38230459863,26125,37424.06064059961
2012,Illinois,Cook County,17031,5231335,4156322,1214619,3508478,1519988,925130,599675,555621,5145985,41200,44150,5231335,2531538,2699797,2265422,1249808,1285528,332537,3379,83897,512318,1193769,1820651,2114202,810133,486349,2431027,340642,4071737,854200,1667394,2709741,33440,48471.944681839646,36157,51420.80079634107
2012,Illinois,DuPage County,17043,927333,734851,222488,623931,272966,171254,82609,75154,916043,4708,6582,927333,454128,473205,642352,41849,127940,95365,492,17639,21805,226202,276066,346929,189453,114885,472441,40911,723723,93114,214373,619846,39710,57351.41138133311,41800,61313.693290272924
2012,Illinois,Kankakee County,17091,112162,87774,27588,72975,35577,21808,3615,3399,107758,1665,2739,112162,55058,57104,81644,17190,10602,1126,7,1528,847,28151,39362,57832,10831,4137,51150,5239,83443,14747,39389,58026,28214.999999999996,35758.09171253769,31349.999999999996,38771.41318315685
2012,Illinois,Lake County,17097,702694,540327,184876,451858,227802,118433,65570,62459,684481,4708,13505,702694,350275,352419,452168,47623,143753,44549,1145,13320,12343,180597,242945,259403,123171,77175,345966,32428,522311,71110,178433,453151,36575,58439.749645429925,39710,62545.90447197419
2012,Illinois,LaSalle County,17099,113095,91033,25225,78510,30640,25501,1784,1784,110289,2532,274,0,56387,56708,99242,2128,9575,392,0,1758,350,23926,35630,66262,7826,3377,51605,5983,88227,13090,42597,57408,27169.999999999996,35423.984902852695,31036.499999999996,38786.66827366962
2012,Illinois,McLean County,17113,172249,139190,38201,103459,62340,27275,6819,6027,163767,909,7573,172249,83634,88615,140199,12466,7907,7381,29,4267,666,52879,45916,80394,33178,12761,90444,6066,130708,14198,40578,117473,28737.499999999996,42625.27444136657,31349.999999999996,45344.79395937211
2012,Illinois,Macon County,17115,110495,87914,24499,75466,30703,25479,1282,1152,106638,2393,1464,110495,52846,57649,85293,18871,2117,1396,0,2673,545,21155,34273,57088,12381,6753,48799,8095,84057,13084,46196,51215,27587.999999999996,36919.51074514606,31349.999999999996,40298.70825345461
2012,Illinois,Tazewell County,17179,135632,108051,31461,94335,36980,30396,843,703,133633,1916,83,135632,67893,67739,128219,1603,2928,972,796,1114,264,28935,40886,71589,16511,6646,67940,2927,106052,11185,42664,81783,33440,41837.03965415747,36575,44994.363521707135
2016,Illinois,Champaign County,17019,208885,173984,39352,120770,81275,35894,17689,17121,192283,1442,15160,208885,104786,104099,141670,27710,12199,21726,345,4799,1916,68258,45699,101839,33491,27856,106369,2701,157411,7772,51877,149236,28000,39701.012116537706,30000,43457.046019621994
2016,Illinois,Cook County,17031,5202171,4170977,1159946,3566197,1440510,1013984,551742,514986,5110665,43971,47535,5202171,2527992,2674179,2202215,1211302,1318838,362182,5149,92630,538646,1138351,1699805,2079633,890448,532285,2561499,205538,4080052,423131,1866775,2912265,35000,52127.491758381,37000,54814.70809193804
2016,Illinois,DuPage County,17043,928161,739701,214290,631589,263447,192721,73554,67532,916159,5469,6533,928161,454311,473850,624943,43982,132430,107816,494,17471,34558,218023,268898,337366,203691,118206,488470,21473,727812,52278,229975,645908,41800,61488.13432320507,45000,65607.6935749526
2016,Illinois,Kankakee County,17091,110006,87670,25716,73174,33497,22526,3267,3267,104391,2092,3523,110006,54100,55906,78999,17187,11516,1228,234,592,3989,27216,37421,58589,9002,4994,52215,2243,82055,6669,40110,63227,30000,38422.62652853261,30001,40628.77530570652
2016,Illinois,Lake County,17097,701549,548010,174291,455478,223256,134394,65274,61317,685576,3447,12526,701549,350378,351171,436565,43771,150563,54314,1007,14997,52955,174872,227147,259389,131177,83836,366030,20391,532061,48951,183018,469580,36000,65461.92335715075,40000,69674.04556965841
2016,Illinois,LaSalle County,17099,111252,90400,23611,78001,29166,28756,1194,1096,107089,3826,337,0,55631,55621,95222,3040,10546,1001,64,1379,4,22394,35023,60078,10907,5244,50421,4030,86237,6225,43954,61073,30000,40499.73671830078,34400,44198.69021275113
2016,Illinois,McLean County,17113,172473,139480,37533,106205,60178,30873,7442,6920,165109,1109,6255,172473,84573,87900,137557,14595,8288,7673,64,4221,926,48734,43604,78291,33077,17501,89358,4075,132116,4861,46778,120834,33000,46948.643825982115,35720,50665.62676579926
2016,Illinois,Macon County,17115,106741,85919,23562,73457,29066,28521,678,678,102889,2544,1308,106741,51974,54767,81389,12239,2321,1382,49,9021,530,21939,33706,55918,9935,7182,45094,4900,82067,5476,51424,49841,29800,39064.49398238936,32100,41538.58861075864
2016,Illinois,Tazewell County,17179,135027,108004,30299,95485,35380,33628,1115,961,131669,2999,359,135027,66914,68113,127083,2471,3142,1211,271,849,729,29342,39659,72556,15977,6835,63667,3400,104646,5152,47506,82369,35000,43822.81925440508,37500,49176.94088115763
2008,Indiana,Allen County,18003,350373,266456,95353,225458,107572,63251,12347,10837,342436,6683,1254,350373,171536,178837,273969,39692,21996,7874,930,5691,8242,83438,127903,158965,42281,21224,169357,12159,259182,40032,90718,219623,33486,42867.56400854425,35718.4,46008.50476761251
2008,Indiana,Delaware County,18035,114627,95944,22205,71392,39503,22553,1357,1208,108240,1237,5150,114627,55269,59358,100365,6415,1455,1150,203,4173,1381,32140,36355,61640,10344,6288,53645,6303,89557,12624,30967,71036,21207.800000000003,30031.361409689856,23440.2,32808.12601117024
2008,Indiana,Elkhart County,18039,199230,149161,56304,129398,60912,30822,11197,10525,196565,1347,1318,199230,100527,98703,154993,9704,26956,2976,67,4534,13199,45087,89904,86621,15392,7313,98782,8508,146620,41772,50127,107331,31253.600000000002,40369.82957522916,32972.548,43048.32608131446
2008,Indiana,Johnson County,18081,139219,107996,35679,90276,43185,22675,1853,1611,136833,1776,610,139219,68375,70844,130318,1297,3659,2437,156,1352,2063,33402,45278,67145,18567,8229,74651,4965,105610,16834,26629,95756,35718.4,43947.86014471416,38285.66,46752.547412657324
2008,Indiana,Lake County,18089,493771,382801,126858,322918,150172,91764,11865,10362,486986,4196,2589,493771,237566,256205,284409,124207,71250,5877,840,6231,32829,114637,179192,250001,45838,18740,227059,17363,376107,72694,138268,282809,33486,40976.80050744784,35718.4,43633.34154879508
2008,Indiana,LaPorte County,18091,110751,88581,24810,77053,29357,21406,1446,1446,104832,5919,0,0,56250,54501,91966,12586,3672,162,144,2221,324,22045,38863,60651,8158,3079,52367,3964,82662,16580,31565,62606,31253.600000000002,39472.5871271072,33486,43726.752861068075
2008,Indiana,Marion County,18097,880313,667411,238091,568851,268312,137955,45759,38651,857530,16319,6464,880313,428511,451802,560217,218569,65920,15511,959,17416,24692,200891,341065,373327,109407,56514,424241,37870,646178,131111,261419,487783,30583.88,42327.53949422886,32414.448000000004,45276.26574443993
2008,Indiana,Monroe County,18105,128879,109861,21435,76787,46969,18445,4761,4332,114517,618,13744,128879,63114,65765,115019,3916,1909,5618,627,673,1284,40335,29367,62546,20561,16405,66316,4541,95499,13449,27182,88248,22324,33822.19992702844,24109.920000000002,36548.92336589734
2008,Indiana,Porter County,18127,162119,127670,38581,107245,49303,28066,2526,2352,158897,1334,1888,162119,79999,82120,142057,4524,10987,1550,271,2302,3080,38665,48644,84301,21090,8084,85778,2790,124589,18716,35742,107661,35718.4,45643.27376475803,37950.8,48904.36540329983
2008,Indiana,St. Joseph County,18141,266492,208485,64950,167463,88656,47873,8091,7418,254275,2357,9860,266492,127918,138574,211138,31621,16600,2744,416,3563,8115,69615,94695,124105,31540,16152,126053,12612,196618,35124,72364,159004,26788.800000000003,36680.312610522604,27960.81,39435.07056831816
2012,Indiana,Allen County,18003,360632,273686,96595,231644,114349,66573,15690,12940,355036,3409,2187,360632,177303,183329,273369,43618,24376,10449,583,7459,8461,88649,127589,169348,44107,19588,167141,13540,268281,56179,104869,199584,31349.999999999996,39398.89590438026,33440,42192.56658322277
2012,Indiana,Delaware County,18035,117149,97220,22993,70236,42578,24603,1504,1504,108767,1137,7245,117149,55717,61432,103212,4846,2191,568,191,6076,1165,31824,35753,66155,7944,7297,47551,8248,88874,17278,37987,61884,17138,26710.405345545376,19855,29853.672296169854
2012,Indiana,Elkhart County,18039,199873,151100,55849,125721,64610,35483,11305,9654,196016,2670,1187,199873,100023,99850,153061,9822,29254,3468,203,4065,6485,46048,86489,91030,15330,7024,93146,5293,147287,38219,56766,104888,27378.999999999996,35475.3800213073,29259.999999999996,37881.55316830808
2012,Indiana,Johnson County,18081,143089,109740,36283,95198,41246,27650,2757,2757,140719,1424,946,143089,71111,71978,130359,1899,4823,3190,43,2048,1577,32921,47688,71673,15143,8585,71189,5261,107370,19717,33558,89814,33440,42803.855654635525,36575,45315.14463128096
2012,Indiana,Lake County,18089,493809,382938,123613,326860,148630,98799,18431,17727,487815,3683,2311,493809,239944,253865,270789,122115,85984,6072,1496,7058,43860,116142,178389,242058,50946,22416,211121,30141,377058,76416,167807,249586,29259.999999999996,40273.28637975895,31349.999999999996,43005.10336078669
2012,Indiana,LaPorte County,18091,111489,89178,24800,76674,31454,23801,956,956,101538,9759,192,111489,58236,53253,90278,11327,6284,420,291,2889,1228,23377,37410,62906,7362,3811,45215,5893,79247,19909,36257,55323,29259.999999999996,37759.5096010582,31349.999999999996,40677.32287301587
2012,Indiana,Marion County,18097,919299,711572,231279,595995,281464,147974,53149,46547,902561,9549,7189,919299,444983,474316,537920,245014,89542,18584,2645,21000,52856,210377,340973,402216,119961,56149,427757,52089,695618,160539,317093,441667,27169.999999999996,36748.138492217935,29259.999999999996,38774.7646141783
2012,Indiana,Monroe County,18105,140798,120610,22304,78678,57742,21912,9441,9163,126717,941,13140,140798,69852,70946,120025,3932,4559,9380,0,2364,1944,48332,30066,71867,24402,14463,68653,7502,106529,19035,29080,92683,15674.999999999998,29139.219482964072,18810,32871.32640888428
2012,Indiana,Porter County,18127,165549,131237,38763,112540,48028,33548,3752,3669,162035,1348,2166,165549,81837,83712,141088,5625,14695,1882,149,1881,4156,38060,49583,86807,19562,9597,76984,6672,127736,19916,39534,106099,36993,47816.43193864986,41800,50262.636961542594
2012,Indiana,St. Joseph County,18141,266638,209766,64308,172180,83502,52332,8897,8065,254503,2494,9641,266638,127633,139005,199696,34494,20341,5343,772,5570,5878,66316,90420,124757,31404,20057,120366,14443,197655,39800,78067,148771,26125,36814.893296911214,27692.499999999996,39579.64814189457
2016,Indiana,Allen County,18003,370570,286622,96272,240733,112872,74460,13788,11406,364900,3546,2124,370570,181482,189088,275007,43214,27234,14645,39,10064,5900,87023,128575,166785,51563,23647,179563,8833,281061,29172,126049,215349,30500,41683.80728470376,32500,44282.975275442936
2016,Indiana,Delaware County,18035,115844,97351,21233,71021,41482,27194,2738,2570,108384,1756,5704,115844,56507,59337,100833,7955,2681,2306,134,1559,1370,32716,31182,65652,11858,7152,52089,4625,89991,8400,40514,66930,24000,33531.07156213922,26000,36149.947917852325
2016,Indiana,Elkhart County,18039,203587,152383,56556,129824,65250,39500,11364,10852,200329,2506,752,203587,99698,103889,153149,10700,31482,2238,872,4827,1637,47977,86009,91163,18315,8100,98823,5936,149125,29941,57984,115662,30000,37207.27468221787,30000,39686.59097908789
